timestamp,profile,palette_size,frame_index,push_latency_s,error
2026-05-28T23:47:29.141,rich,64,23,0.0004,
2026-05-28T23:47:29.174,rich,64,24,0.0334,
2026-05-28T23:47:29.210,rich,64,25,0.0358,
2026-05-28T23:47:29.211,rich,64,26,0.0003,
2026-05-28T23:47:29.247,rich,64,27,0.0364,
2026-05-28T23:47:29.248,rich,64,28,0.0003,
2026-05-28T23:47:29.282,rich,64,29,0.0340,
2026-05-28T23:47:29.318,rich,64,30,0.0361,
2026-05-28T23:47:29.319,rich,64,31,0.0004,
2026-05-28T23:47:29.389,rich,64,32,0.0699,
2026-05-28T23:47:29.389,rich,64,33,0.0004,
2026-05-28T23:47:29.402,rich,64,34,0.0128,
2026-05-28T23:47:29.481,rich,64,35,0.0787,
2026-05-28T23:47:29.482,rich,64,36,0.0009,
2026-05-28T23:47:29.522,rich,64,37,0.0389,
2026-05-28T23:47:29.522,rich,64,38,0.0003,
2026-05-28T23:47:29.547,rich,64,39,0.0247,
2026-05-28T23:47:29.580,noise,256,0,0.0316,
2026-05-28T23:47:29.618,noise,256,1,0.0368,
2026-05-28T23:47:29.691,noise,256,2,0.0695,
2026-05-28T23:47:29.703,noise,256,3,0.0115,
2026-05-28T23:47:29.738,noise,256,4,0.0345,
2026-05-28T23:47:29.773,noise,256,5,0.0346,
2026-05-28T23:47:29.880,noise,256,6,0.1060,
2026-05-28T23:47:29.912,noise,256,7,0.0308,
2026-05-28T23:47:29.947,noise,256,8,0.0346,
2026-05-28T23:47:30.000,noise,256,9,0.0525,
2026-05-28T23:47:30.040,noise,256,10,0.0388,
2026-05-28T23:47:30.053,noise,256,11,0.0118,
2026-05-28T23:47:30.088,noise,256,12,0.0344,
2026-05-28T23:47:30.100,noise,256,13,0.0118,
2026-05-28T23:47:30.173,noise,256,14,0.0721,
2026-05-28T23:47:30.209,noise,256,15,0.0359,
2026-05-28T23:47:30.244,noise,256,16,0.0350,
2026-05-28T23:47:30.298,noise,256,17,0.0529,
2026-05-28T23:47:30.331,noise,256,18,0.0333,
2026-05-28T23:47:30.348,noise,256,19,0.0161,
2026-05-28T23:47:30.419,noise,256,20,0.0703,
2026-05-28T23:47:30.434,noise,256,21,0.0141,
2026-05-28T23:47:30.474,noise,256,22,0.0398,
2026-05-28T23:47:30.515,noise,256,23,0.0403,
2026-05-28T23:47:30.586,noise,256,24,0.0699,
2026-05-28T23:47:30.623,noise,256,25,0.0359,
2026-05-28T23:47:30.657,noise,256,26,0.0331,
2026-05-28T23:47:30.678,noise,256,27,0.0202,
2026-05-28T23:47:30.773,noise,256,28,0.0944,
2026-05-28T23:47:30.789,noise,256,29,0.0156,
2026-05-28T23:47:30.803,noise,256,30,0.0137,
2026-05-28T23:47:30.838,noise,256,31,0.0341,
2026-05-28T23:47:30.899,noise,256,32,0.0603,
2026-05-28T23:47:30.934,noise,256,33,0.0343,
2026-05-28T23:47:30.971,noise,256,34,0.0366,
2026-05-28T23:47:31.022,noise,256,35,0.0491,
2026-05-28T23:47:31.037,noise,256,36,0.0154,
2026-05-28T23:47:31.075,noise,256,37,0.0369,
2026-05-28T23:47:31.087,noise,256,38,0.0113,
2026-05-28T23:47:31.120,noise,256,39,0.0336,
